issue_id,title,project,issue_type,priority,status,assignee_id,story_points,sprint_id,created_date,reporter_id,resolved_date,time_estimate,time_spent
212,Place animal along spring century price very,DEV,Story,Critical,Done,11,2,5,2025-04-08 14:07:41.880651,4,2025-04-21 14:07:41.880651,36.1,20.7
213,Discover along late,DEV,Story,Medium,Done,3,2,1,2025-04-08 14:05:55.410188,11,2025-04-09 14:05:55.410188,13.9,2.1
214,Chance discussion through,MOBILE,Bug,Low,Done,13,1,8,2025-04-08 14:07:16.404669,14,2025-04-09 14:07:16.404669,34.1,29.8
215,Source grow measure school always suffer old,DEV,Bug,High,Done,4,2,2,2025-04-08 14:05:25.372552,5,2025-04-16 14:05:25.372552,4.6,4.7
216,Enter all fly deal resource safe,DEV,Task,High,In Progress,14,13,10,2025-04-08 14:08:01.691447,3,,2.6,2.7
217,Box cause sister,OPS,Task,High,Done,12,1,7,2025-04-08 14:05:08.023904,4,2025-04-21 14:05:08.023904,20.7,19.8
218,Get anyone affect,DEV,Bug,Medium,Done,11,1,9,2025-04-08 14:10:29.604702,13,2025-04-14 14:10:29.604702,3.3,2.5
219,Laugh enter store must my,OPS,Task,High,Done,2,1,1,2025-04-08 14:04:37.644560,9,2025-04-11 14:04:37.644560,16.3,12.7
220,Down discuss first society suffer white,MOBILE,Task,Medium,In Progress,14,3,4,2025-04-08 14:09:22.411572,15,,36.0,34.3
221,Yourself situation time look black,DEV,Epic,Medium,In Progress,8,8,7,2025-04-08 14:04:43.011262,7,,10.4,10.8
222,Personal chair speak enough,DEV,Bug,High,In Progress,6,3,9,2025-04-08 14:10:15.881989,8,,28.5,28.0
223,Republican kitchen turn nature ever,DEV,Story,Medium,Done,3,1,2,2025-04-08 14:07:30.494268,3,2025-04-24 14:07:30.494268,12.8,11.3
224,After beyond can structure hospital final,DEV,Task,High,In Progress,13,2,2,2025-04-08 14:05:41.567490,15,,2.8,0.7
225,History during relationship collection,DEV,Bug,Medium,Done,5,2,6,2025-04-08 14:04:51.487577,3,2025-04-18 14:04:51.487577,22.7,7.2
226,Energy business she five,DEV,Task,Medium,In Review,5,1,3,2025-04-08 14:05:25.060071,15,,33.6,13.1
227,Ability include authority next,DEV,Bug,Low,Done,12,2,4,2025-04-08 14:07:00.353975,14,2025-04-15 14:07:00.353975,17.0,23.5
228,Specific public development heavy day,WEB,Task,Critical,Done,1,1,3,2025-04-08 14:05:54.768031,7,2025-04-11 14:05:54.768031,25.1,28.6
229,People international tonight start significant majority,DEV,Task,Medium,Done,13,5,1,2025-04-08 14:09:05.743360,8,2025-04-22 14:09:05.743360,36.1,29.9
230,Determine its base among coach four,MOBILE,Bug,Critical,Done,5,2,6,2025-04-08 14:04:44.059462,14,2025-04-24 14:04:44.059462,31.8,12.0
231,Experience understand free,DEV,Bug,Low,Done,6,5,2,2025-04-08 14:06:30.028529,5,2025-04-12 14:06:30.028529,8.6,1.4
232,Miss wrong fight member almost,MOBILE,Story,Medium,In Progress,10,13,2,2025-04-08 14:06:22.440144,1,,29.6,39.9
233,Himself write attorney half he,DEV,Bug,Medium,To Do,10,8,7,2025-04-08 14:06:14.268955,3,,20.6,0.0
234,Attention several personal,MOBILE,Task,Medium,Done,11,1,5,2025-04-08 14:07:21.972235,5,2025-04-21 14:07:21.972235,30.1,40.3
235,Shake care leg,DEV,Task,Low,In Progress,11,8,8,2025-04-08 14:07:14.834691,3,,20.3,3.4
236,Truth subject lot leader,WEB,Epic,Low,To Do,11,5,2,2025-04-08 14:10:02.423157,15,,6.0,0.0
237,Cover perform short card discover,DEV,Task,Low,Done,13,5,10,2025-04-08 14:07:11.257756,14,2025-04-09 14:07:11.257756,23.2,27.7
238,History practice choose loss today method,WEB,Task,Low,Done,2,1,8,2025-04-08 14:08:58.799884,1,2025-04-13 14:08:58.799884,20.2,13.5
239,People success child many,DEV,Bug,Low,Done,3,1,7,2025-04-08 14:06:44.781267,7,2025-04-26 14:06:44.781267,21.2,10.3
240,Special control employee foot sing,WEB,Bug,Medium,To Do,10,13,10,2025-04-08 14:08:50.571868,1,,35.3,0.0
241,Major onto relationship trouble wear,DEV,Bug,Critical,To Do,5,1,8,2025-04-08 14:07:15.349688,10,,35.9,0.0
242,Social send against war,WEB,Task,Critical,Done,14,1,3,2025-04-08 14:10:06.469642,13,2025-04-20 14:10:06.469642,18.7,20.7
243,Blood what throughout,DEV,Task,Medium,Done,13,2,8,2025-04-08 14:06:53.650161,6,2025-04-19 14:06:53.650161,18.8,17.3
244,Continue authority message herself discover,DEV,Task,Medium,To Do,3,8,6,2025-04-08 14:05:06.214075,6,,21.1,0.0
245,Skin star arrive,WEB,Task,Medium,In Progress,5,2,2,2025-04-08 14:09:23.699855,14,,21.3,24.9
246,Understand majority accept especially million sit,DATA,Task,High,To Do,5,8,6,2025-04-08 14:07:30.780673,7,,38.1,0.0
247,Bar be serve firm ball group,WEB,Bug,Medium,Done,8,2,5,2025-04-08 14:09:19.367792,12,2025-04-17 14:09:19.367792,26.3,2.9
248,Activity big school national Mrs,MOBILE,Bug,High,In Review,10,1,3,2025-04-08 14:05:34.818228,11,,11.8,5.6
249,Week industry part line you color,WEB,Story,Medium,To Do,9,2,1,2025-04-08 14:06:51.528082,1,,21.7,0.0
250,Those clear report total,WEB,Task,Medium,Done,8,3,7,2025-04-08 14:09:52.644444,11,2025-04-15 14:09:52.644444,25.5,12.2
251,Power get near step travel notice,DEV,Task,High,In Progress,12,2,2,2025-04-08 14:06:02.920615,3,,26.0,12.9
252,Budget find wrong second,DEV,Task,Low,Done,3,2,1,2025-04-08 14:10:11.619612,12,2025-04-22 14:10:11.619612,23.8,17.9
253,Tough trip question time fall local,OPS,Task,Medium,Done,15,1,1,2025-04-08 14:05:22.839701,9,2025-04-11 14:05:22.839701,7.9,3.4
254,Floor during tonight five set see,WEB,Bug,Low,In Progress,1,1,7,2025-04-08 14:06:10.222271,2,,2.3,1.5
255,President impact open,MOBILE,Story,High,Done,14,3,1,2025-04-08 14:05:59.243791,14,2025-04-24 14:05:59.243791,14.2,7.8
256,Woman six fight amount the,WEB,Task,High,In Progress,15,2,9,2025-04-08 14:05:30.089474,5,,17.7,19.5
257,Note society speak,DEV,Bug,Critical,Done,3,1,6,2025-04-08 14:06:00.473896,3,2025-04-15 14:06:00.473896,3.4,3.1
258,Into tell president,DEV,Story,Critical,To Do,1,1,4,2025-04-08 14:07:33.528339,12,,32.8,0.0
259,History although production enter allow market,WEB,Task,High,Done,13,2,4,2025-04-08 14:08:17.509835,12,2025-04-09 14:08:17.509835,14.4,14.1
260,Course never church give,DEV,Story,Critical,To Do,11,8,5,2025-04-08 14:10:23.602461,13,,36.6,0.0
261,Physical garden difference bring medical forward,DEV,Bug,Low,Done,9,2,2,2025-04-08 14:09:30.797267,5,2025-04-14 14:09:30.797267,7.0,2.2
262,Cultural front property fear security least,WEB,Bug,Low,Done,12,1,5,2025-04-08 14:06:09.628786,7,2025-04-14 14:06:09.628786,3.2,1.6
263,Economy he true animal,DATA,Bug,Low,In Progress,13,2,2,2025-04-08 14:07:40.823287,1,,19.8,0.6
264,Article she approach respond catch surface,DEV,Bug,Low,In Progress,3,3,4,2025-04-08 14:05:30.796942,3,,8.4,1.4
265,Article blood create,MOBILE,Story,Medium,In Progress,14,3,10,2025-04-08 14:07:26.636891,11,,37.6,14.9
266,President TV finish our,DEV,Story,Medium,In Progress,8,1,5,2025-04-08 14:05:25.898883,13,,1.4,0.1
267,Certain sometimes fish arm,DEV,Task,High,In Review,6,3,6,2025-04-08 14:08:44.486163,6,,17.1,15.5
268,Today author discover,OPS,Story,High,Done,3,3,6,2025-04-08 14:07:07.503409,7,2025-04-18 14:07:07.503409,37.1,55.5
269,Respond assume discover message positive,MOBILE,Bug,Medium,To Do,9,1,9,2025-04-08 14:07:20.204940,10,,16.0,0.0
270,Source idea general kid various meeting,DEV,Epic,Low,In Progress,8,1,4,2025-04-08 14:09:00.594169,3,,4.6,0.7
271,White seven for,WEB,Epic,Medium,In Progress,3,2,5,2025-04-08 14:05:16.079959,4,,12.8,15.8
272,Couple significant month boy,DEV,Task,Low,In Progress,7,3,6,2025-04-08 14:09:39.579799,6,,20.4,3.6
273,Factor author must,MOBILE,Bug,High,To Do,5,13,4,2025-04-08 14:08:21.281783,5,,8.2,0.0
274,Performance six always open cold impact,DEV,Story,Medium,In Progress,2,2,6,2025-04-08 14:06:46.614073,11,,19.2,19.3
275,Recently offer particular must method,MOBILE,Task,Medium,To Do,14,5,2,2025-04-08 14:08:57.278291,9,,33.6,0.0
276,Father manage stuff now wait,WEB,Story,Low,Done,8,1,7,2025-04-08 14:09:31.792718,13,2025-04-20 14:09:31.792718,35.0,33.8
277,Check safe cause,DEV,Bug,Low,In Progress,1,5,3,2025-04-08 14:08:44.145184,12,,2.9,3.9
278,Study general avoid animal marriage,OPS,Task,Medium,Done,4,3,10,2025-04-08 14:09:04.840346,1,2025-04-27 14:09:04.840346,7.3,1.2
279,Race onto move people happy begin,DATA,Task,High,Done,11,3,4,2025-04-08 14:08:34.442026,15,2025-04-14 14:08:34.442026,11.7,5.5
280,No thing girl world option season,DEV,Bug,High,In Progress,13,1,9,2025-04-08 14:07:58.330750,13,,24.2,3.3
281,Expect south number,OPS,Task,Medium,In Progress,11,1,5,2025-04-08 14:07:57.623012,5,,15.1,9.2
282,While to imagine,MOBILE,Bug,Low,Done,12,3,9,2025-04-08 14:08:08.124815,11,2025-04-22 14:08:08.124815,33.9,46.4
283,Along set tend,MOBILE,Task,High,Done,13,1,10,2025-04-08 14:08:38.319716,1,2025-04-11 14:08:38.319716,29.0,34.0
284,Inside particular ten than civil ability,DATA,Story,High,In Progress,4,1,10,2025-04-08 14:07:21.382716,8,,4.9,5.3
285,Foot region down serve,WEB,Bug,Medium,In Progress,13,1,10,2025-04-08 14:10:06.533503,7,,25.4,20.3
286,Single term theory beat tell agency,MOBILE,Story,Low,Done,10,1,10,2025-04-08 14:09:45.085533,5,2025-04-18 14:09:45.085533,5.4,7.2
287,Among common figure whom,OPS,Bug,Medium,Done,14,3,6,2025-04-08 14:04:51.720632,6,2025-04-17 14:04:51.720632,10.9,7.3
288,Conference though such about gas drop,WEB,Task,Medium,To Do,5,2,8,2025-04-08 14:05:17.749460,4,,7.9,0.0
289,Your suffer black wind film kind,WEB,Epic,Medium,To Do,4,1,5,2025-04-08 14:09:34.712907,9,,7.7,0.0
290,Away free listen style choose party course,DEV,Task,High,Done,1,2,5,2025-04-08 14:05:03.029201,14,2025-04-28 14:05:03.029201,25.0,5.6
291,Give up institution dinner,MOBILE,Epic,High,Done,14,5,3,2025-04-08 14:09:37.943809,3,2025-04-27 14:09:37.943809,23.0,28.9
292,Art capital red black piece light,MOBILE,Task,Low,Done,7,8,7,2025-04-08 14:07:03.066045,2,2025-04-23 14:07:03.066045,7.9,3.3
293,History somebody tell another different,WEB,Task,Low,To Do,10,2,2,2025-04-08 14:09:37.045839,7,,39.6,0.0
294,Glass debate herself think understand,WEB,Story,Medium,To Do,11,3,3,2025-04-08 14:09:35.355795,13,,17.5,0.0
295,Tv ever way both attorney,DEV,Bug,Medium,Done,2,1,2,2025-04-08 14:09:20.482039,2,2025-04-17 14:09:20.482039,4.8,0.4
296,Might tough environment environmental,DEV,Bug,Low,To Do,10,2,8,2025-04-08 14:09:11.877666,13,,5.7,0.0
297,Talk kind movement foot eight true,WEB,Task,Medium,Done,3,3,4,2025-04-08 14:07:36.592359,6,2025-04-27 14:07:36.592359,23.8,4.5
298,Tonight water skill describe base discover,WEB,Story,Critical,Done,5,2,10,2025-04-08 14:07:53.286720,11,2025-04-16 14:07:53.286720,39.2,35.8
299,Rock explain sport agency,MOBILE,Story,Medium,In Review,8,2,8,2025-04-08 14:05:37.577794,8,,23.3,21.2
300,Wrong green theory contain while,WEB,Bug,Medium,To Do,10,3,8,2025-04-08 14:09:48.667804,3,,38.0,0.0
301,Such expect method,DATA,Epic,Medium,To Do,8,8,8,2025-04-08 14:06:02.890436,3,,18.3,0.0
302,Force phone blood professor discover save,DEV,Story,Low,In Progress,14,5,8,2025-04-08 14:05:59.595028,3,,18.0,7.0
303,Support let decade child than,DATA,Epic,Low,Done,2,5,8,2025-04-08 14:05:16.512976,1,2025-04-12 14:05:16.512976,20.5,22.4
304,Agency send size include,DEV,Task,Critical,To Do,9,1,9,2025-04-08 14:09:58.617410,9,,28.2,0.0
305,Guess bed choose law agent,MOBILE,Task,Medium,In Progress,6,1,2,2025-04-08 14:05:01.989363,5,,15.3,17.8
306,Market hear every thousand coach college,WEB,Story,Medium,Done,9,5,9,2025-04-08 14:08:54.608382,9,2025-04-13 14:08:54.608382,34.7,47.9
307,Thing wonder network finish,DEV,Task,Medium,In Progress,14,1,8,2025-04-08 14:09:21.806342,5,,2.1,1.8
308,Three front race,DEV,Epic,Medium,To Do,4,3,10,2025-04-08 14:05:18.190613,7,,18.2,0.0
309,Pretty network inside word,DEV,Bug,Medium,In Review,3,2,1,2025-04-08 14:07:16.424356,1,,20.9,24.4
310,Professional factor program choose,MOBILE,Task,Low,In Progress,14,2,5,2025-04-08 14:09:16.105863,9,,24.7,27.9
311,Somebody involve drop author although,DEV,Epic,Medium,To Do,14,2,2,2025-04-08 14:09:24.887146,1,,11.8,0.0
312,Alone new forward,DATA,Epic,Low,Done,5,5,10,2025-04-08 14:06:56.964357,15,2025-04-27 14:06:56.964357,17.7,6.8
313,Continue point be interesting,DEV,Bug,High,In Progress,5,1,5,2025-04-08 14:09:14.096954,4,,19.9,9.3
314,Add speech price concern there,DATA,Bug,Medium,In Progress,4,5,8,2025-04-08 14:04:36.195419,7,,27.8,20.0
315,Significant contain song tonight,DEV,Story,Medium,Done,13,5,9,2025-04-08 14:06:20.286035,11,2025-04-22 14:06:20.286035,31.2,0.9
316,Party his recent technology,DEV,Epic,Low,To Do,7,8,9,2025-04-08 14:09:29.788293,15,,29.8,0.0
317,Cause store toward,DEV,Task,Medium,In Review,8,2,1,2025-04-08 14:05:03.239276,12,,14.3,6.4
318,Believe service little well,OPS,Task,Critical,Done,15,2,7,2025-04-08 14:06:10.249575,9,2025-04-26 14:06:10.249575,40.0,28.4
319,Tough region success,WEB,Story,Medium,To Do,5,13,8,2025-04-08 14:10:15.863037,1,,34.1,0.0
320,Reason culture Mrs case,DEV,Bug,Medium,In Progress,15,2,10,2025-04-08 14:08:26.954996,12,,11.1,1.8
321,Arrive financial kind instead man,DEV,Epic,Low,In Progress,9,2,3,2025-04-08 14:10:28.920686,14,,8.6,1.6
322,Subject agreement his,DEV,Task,Medium,To Do,7,2,6,2025-04-08 14:06:27.665703,13,,13.2,0.0
323,Alone think lead event improve rock,WEB,Task,Low,Done,13,1,3,2025-04-08 14:08:27.994471,11,2025-04-27 14:08:27.994471,18.6,12.9
324,Choice toward discuss society common challenge,DEV,Task,Medium,To Do,13,2,9,2025-04-08 14:05:49.496616,15,,34.2,0.0
325,See want window,MOBILE,Task,High,Done,7,3,3,2025-04-08 14:08:09.662736,13,2025-04-14 14:08:09.662736,31.4,34.4
326,Popular open responsibility ground hear difference,MOBILE,Story,Medium,To Do,8,3,2,2025-04-08 14:08:28.941672,6,,34.2,0.0
327,Notice realize put,OPS,Epic,Medium,In Progress,12,1,9,2025-04-08 14:10:05.994716,11,,11.6,14.5
328,Thing so art magazine,WEB,Task,Low,Done,4,5,8,2025-04-08 14:05:44.718822,10,2025-04-13 14:05:44.718822,24.1,19.7
329,Arm above cover cold former,DEV,Story,High,Done,10,2,8,2025-04-08 14:10:26.507225,11,2025-04-19 14:10:26.507225,12.0,8.5
330,Effort student strategy customer,DATA,Bug,High,Done,13,2,2,2025-04-08 14:08:09.765833,15,2025-04-13 14:08:09.765833,5.3,3.1
331,Hot street lay,DEV,Story,High,Done,13,13,6,2025-04-08 14:08:45.007350,5,2025-04-16 14:08:45.007350,27.7,8.0
332,Value country say important space bill,WEB,Bug,Medium,Done,6,1,5,2025-04-08 14:08:59.055292,3,2025-04-13 14:08:59.055292,6.6,1.5
333,Company spend provide very,OPS,Bug,High,To Do,5,5,2,2025-04-08 14:05:25.071864,10,,27.0,0.0
334,This door can wish maybe,DEV,Bug,Medium,To Do,1,3,5,2025-04-08 14:10:20.499943,2,,26.3,0.0
335,Window ahead sit machine wear forget,DEV,Task,Low,In Review,15,3,4,2025-04-08 14:07:44.960899,1,,32.6,38.7
336,Could treat role music arm heavy,DEV,Epic,Medium,To Do,14,2,9,2025-04-08 14:08:36.271100,15,,6.4,0.0
337,Sort firm hair commercial important,DEV,Task,Medium,To Do,13,1,1,2025-04-08 14:08:09.037773,2,,31.6,0.0
338,Keep goal imagine,DEV,Bug,Low,Done,9,2,6,2025-04-08 14:08:20.474295,12,2025-04-19 14:08:20.474295,40.0,27.9
339,Specific one behind worry something,DEV,Bug,Medium,To Do,2,2,7,2025-04-08 14:06:42.570853,13,,34.2,0.0
340,Offer future land three again,DEV,Task,High,To Do,6,1,6,2025-04-08 14:08:13.494836,4,,30.3,0.0
341,Ground act sing born,OPS,Bug,Medium,Done,15,5,5,2025-04-08 14:09:02.968299,6,2025-04-21 14:09:02.968299,26.8,31.8
342,Child reveal rise more,WEB,Task,Medium,In Progress,15,2,4,2025-04-08 14:07:10.107074,12,,17.4,18.4
343,View own responsibility nature at will,MOBILE,Task,High,In Progress,8,5,5,2025-04-08 14:09:25.456343,5,,29.5,8.6
344,Food cost democratic,WEB,Epic,Medium,In Review,3,2,9,2025-04-08 14:10:21.569646,14,,29.2,22.4
345,Cause who something avoid food above,OPS,Task,Low,In Progress,5,3,5,2025-04-08 14:08:08.083246,4,,25.6,17.1
346,Land inside message rest read age,OPS,Bug,Medium,In Review,14,21,10,2025-04-08 14:07:20.805082,8,,32.1,20.4
347,End wish young,OPS,Story,Medium,Done,7,13,8,2025-04-08 14:04:41.795850,12,2025-04-14 14:04:41.795850,18.5,15.1
348,Chair consider meet return read act,OPS,Story,Medium,Done,4,1,7,2025-04-08 14:07:34.411052,7,2025-04-13 14:07:34.411052,5.7,8.4
349,Congress mention television discuss,DEV,Story,Low,In Review,14,5,4,2025-04-08 14:09:21.587373,14,,22.8,27.8
350,Need modern would,WEB,Bug,Low,Done,12,2,10,2025-04-08 14:05:54.957072,4,2025-04-26 14:05:54.957072,11.3,15.3
351,Look get middle,WEB,Task,Medium,Done,5,1,5,2025-04-08 14:10:19.084231,10,2025-04-18 14:10:19.084231,16.0,0.7
352,Purpose middle especially give similar,WEB,Epic,Medium,In Progress,1,3,7,2025-04-08 14:08:05.439242,13,,1.7,0.4
353,Or example as either easy,WEB,Bug,Medium,To Do,4,13,6,2025-04-08 14:10:23.561829,13,,15.9,0.0
354,Nothing section sing city difficult course,DEV,Task,Medium,Done,14,13,3,2025-04-08 14:08:48.538240,5,2025-04-24 14:08:48.538240,32.5,4.1
355,Fact whether parent issue technology,DEV,Bug,High,Done,14,1,10,2025-04-08 14:05:26.058007,12,2025-04-22 14:05:26.058007,22.2,8.8
356,Direction seem bit able other you,DATA,Task,Medium,In Progress,7,5,3,2025-04-08 14:05:19.363871,10,,1.4,0.9
357,Head doctor also,MOBILE,Story,Medium,In Progress,12,5,2,2025-04-08 14:07:33.109142,5,,19.3,18.6
358,Indeed well without him help,DEV,Task,High,Done,10,2,3,2025-04-08 14:07:06.379404,3,2025-04-23 14:07:06.379404,12.4,9.3
359,Like by leader,DEV,Story,High,To Do,7,3,10,2025-04-08 14:06:41.985880,13,,19.6,0.0
360,Summer start we,MOBILE,Task,Critical,To Do,10,2,1,2025-04-08 14:05:15.389543,9,,16.8,0.0
361,Image notice month sea media enter,WEB,Epic,Medium,To Do,10,1,9,2025-04-08 14:06:26.472715,11,,37.3,0.0
362,Impact lay raise power,WEB,Task,Medium,Done,4,5,2,2025-04-08 14:10:01.704167,5,2025-04-11 14:10:01.704167,2.6,3.5
363,Spend onto heart issue main it,DEV,Bug,High,In Progress,12,1,3,2025-04-08 14:05:36.395962,12,,27.7,39.1
364,Expect become full blue pretty ready,DEV,Task,Low,In Review,6,2,5,2025-04-08 14:06:29.439174,13,,34.2,8.4
365,Much school public cup,DEV,Story,Medium,In Progress,13,1,10,2025-04-08 14:08:00.873099,10,,38.4,49.1
366,Approach performance then join,MOBILE,Story,Critical,Done,5,3,4,2025-04-08 14:07:26.981412,2,2025-04-11 14:07:26.981412,7.9,5.7
367,Another management wide already environmental true,DEV,Task,High,In Review,1,2,5,2025-04-08 14:06:03.553785,13,,21.7,14.8
368,Officer need five act something,DEV,Task,Medium,In Progress,8,2,6,2025-04-08 14:05:36.014238,15,,2.7,3.2
369,Per nature experience others white,MOBILE,Story,High,To Do,12,3,5,2025-04-08 14:04:39.909380,4,,20.5,0.0
370,Charge face service,MOBILE,Story,Critical,Done,7,1,10,2025-04-08 14:05:02.285892,12,2025-04-20 14:05:02.285892,5.9,0.8
371,And perhaps kind contain book manager,DEV,Task,Medium,In Progress,15,5,1,2025-04-08 14:09:36.159584,4,,33.7,44.6
372,Easy call fund,MOBILE,Story,Medium,In Review,5,2,6,2025-04-08 14:05:52.791057,5,,5.4,5.4
373,Training eye within wonder protect line,DATA,Task,Medium,In Progress,13,2,9,2025-04-08 14:05:31.146461,8,,21.0,27.6
374,Stand Congress particularly join us,DATA,Bug,Medium,Done,10,1,3,2025-04-08 14:06:13.957223,5,2025-04-23 14:06:13.957223,21.3,31.8
375,Land both admit,MOBILE,Bug,Low,Done,10,1,2,2025-04-08 14:05:33.492084,1,2025-04-19 14:05:33.492084,38.9,30.2
376,Away difference true again win,MOBILE,Epic,Critical,Done,7,8,6,2025-04-08 14:05:29.691318,2,2025-04-18 14:05:29.691318,26.5,3.7
377,Image art performance role,DEV,Bug,Critical,Done,15,2,3,2025-04-08 14:07:10.293405,15,2025-04-28 14:07:10.293405,12.2,3.0
378,Stand quickly why no,MOBILE,Task,Low,To Do,10,3,4,2025-04-08 14:10:30.829628,3,,10.4,0.0
379,Sing building recent much,MOBILE,Epic,Medium,Done,3,1,6,2025-04-08 14:09:49.358161,3,2025-04-23 14:09:49.358161,6.0,2.9
380,Radio pattern although police,WEB,Bug,Medium,Done,8,3,6,2025-04-08 14:10:14.845758,10,2025-04-26 14:10:14.845758,30.5,4.7
381,Technology board anyone,WEB,Story,Critical,Done,5,8,2,2025-04-08 14:08:26.451913,6,2025-04-22 14:08:26.451913,27.9,34.1
382,Loss some your traditional,MOBILE,Story,Critical,In Progress,2,1,3,2025-04-08 14:05:48.898661,9,,24.8,11.0
383,Recognize management mother,DATA,Epic,High,In Progress,2,3,9,2025-04-08 14:06:54.889584,10,,2.6,3.8
384,Over according start newspaper,DEV,Bug,Medium,To Do,4,8,2,2025-04-08 14:05:17.172441,1,,30.8,0.0
385,Democratic news my treat,DEV,Task,High,To Do,7,3,3,2025-04-08 14:05:29.843683,6,,26.0,0.0
386,Reduce join decision,MOBILE,Epic,Medium,Done,14,1,9,2025-04-08 14:07:40.761436,9,2025-04-14 14:07:40.761436,38.6,40.7
387,Bit good report evening market rate,DEV,Bug,Medium,In Progress,10,2,4,2025-04-08 14:09:54.861935,4,,23.9,6.2
388,Human dark analysis talk,WEB,Task,Critical,Done,4,1,1,2025-04-08 14:08:03.872431,10,2025-04-22 14:08:03.872431,12.9,9.2
389,Down scientist mean certain,DEV,Story,High,Done,9,5,2,2025-04-08 14:08:28.226111,3,2025-04-24 14:08:28.226111,15.9,11.1
390,Unit show blue culture foot ok,WEB,Bug,Medium,In Progress,2,3,3,2025-04-08 14:06:42.768716,13,,7.9,5.8
391,My lot whether wear,MOBILE,Epic,Critical,To Do,6,13,9,2025-04-08 14:07:28.988019,6,,29.2,0.0
392,Read should analysis,DEV,Task,High,Done,4,1,9,2025-04-08 14:08:13.495494,6,2025-04-10 14:08:13.495494,28.6,23.0
393,Bar machine hair might,DEV,Bug,High,Done,6,2,6,2025-04-08 14:06:05.428734,13,2025-04-27 14:06:05.428734,8.8,0.4
394,Current wear language responsibility forget family,DEV,Bug,Medium,To Do,10,1,6,2025-04-08 14:07:10.257834,2,,7.2,0.0
395,Letter time case great Republican,DEV,Bug,Medium,In Progress,9,2,3,2025-04-08 14:08:50.480559,15,,4.0,4.1
396,Close most because,MOBILE,Bug,High,In Progress,10,1,5,2025-04-08 14:06:25.340802,5,,36.6,26.7
397,Picture body too,WEB,Story,Medium,In Progress,12,2,4,2025-04-08 14:07:22.970396,1,,10.1,12.0
398,Couple try fund contain,DEV,Bug,Low,In Review,9,5,10,2025-04-08 14:09:53.940862,13,,14.4,17.6
399,Color thank number short guess Congress,WEB,Task,Medium,Done,9,1,10,2025-04-08 14:08:06.912723,9,2025-04-13 14:08:06.912723,11.9,4.1
400,Plan ahead bed tell,DEV,Epic,Critical,Done,9,2,9,2025-04-08 14:09:16.259997,9,2025-04-19 14:09:16.259997,17.1,1.2
401,Ahead cell traditional western expect game,MOBILE,Task,Medium,Done,3,8,9,2025-04-08 14:09:54.426103,3,2025-04-19 14:09:54.426103,28.8,30.4
402,Various near under camera,DEV,Bug,Medium,To Do,12,21,1,2025-04-08 14:05:34.011336,5,,35.0,0.0
403,Author help discover,OPS,Epic,Low,Done,11,1,8,2025-04-08 14:06:08.745128,15,2025-04-27 14:06:08.745128,8.1,11.9
404,Door thus bring officer,WEB,Bug,Low,In Review,14,8,9,2025-04-08 14:06:42.436217,3,,27.8,18.6
405,Oil source position,WEB,Epic,Medium,To Do,9,1,5,2025-04-08 14:05:06.183608,7,,14.7,0.0
406,Though lead argue design entire several,MOBILE,Story,Medium,Done,3,2,4,2025-04-08 14:10:11.961837,13,2025-04-26 14:10:11.961837,39.2,15.3
407,Hope those job painting positive,OPS,Story,Low,Done,10,5,10,2025-04-08 14:09:28.932906,15,2025-04-16 14:09:28.932906,12.7,3.0
408,Leg film never short medical pay,DATA,Story,Low,In Progress,3,5,4,2025-04-08 14:07:08.580046,1,,1.3,0.6
409,Born simple individual season great energy,WEB,Task,Medium,Done,5,5,2,2025-04-08 14:08:15.619727,15,2025-04-20 14:08:15.619727,21.1,10.4
410,Cup value society claim,DEV,Story,High,In Review,6,5,9,2025-04-08 14:09:13.399601,5,,6.9,4.4
411,Important cause identify,OPS,Story,High,In Progress,9,1,5,2025-04-08 14:07:24.552187,6,,2.7,2.7
412,Finally similar building realize pull visit,DEV,Task,Medium,Done,1,3,3,2025-04-08 14:05:31.328277,14,2025-04-17 14:05:31.328277,28.2,11.6
413,Since open Congress positive pressure factor,OPS,Task,Medium,In Progress,15,2,6,2025-04-08 14:07:08.449368,11,,29.6,2.3
414,Main finally both movie fear book,MOBILE,Story,Low,Done,8,2,9,2025-04-08 14:08:02.487318,12,2025-04-11 14:08:02.487318,19.0,10.6
415,Decide here size keep front,DATA,Task,Low,In Progress,14,1,9,2025-04-08 14:10:32.879092,14,,27.4,35.2
416,Beat although ready environmental purpose guess,OPS,Story,High,Done,14,2,5,2025-04-08 14:06:59.383722,7,2025-04-14 14:06:59.383722,22.0,16.4
417,Program action ago experience choose,DEV,Task,Medium,In Progress,4,5,8,2025-04-08 14:09:20.324702,3,,25.6,37.0
418,Way color reflect,MOBILE,Task,High,In Progress,10,5,4,2025-04-08 14:06:55.917617,7,,24.3,18.4
419,Next however sense star,DEV,Bug,Medium,In Progress,7,3,5,2025-04-08 14:08:07.551581,4,,27.0,11.2
420,Challenge defense four arrive already,DEV,Bug,Medium,In Progress,6,2,7,2025-04-08 14:04:36.431167,10,,8.8,2.6
421,Impact western gas,WEB,Task,High,Done,15,3,7,2025-04-08 14:06:07.780949,11,2025-04-09 14:06:07.780949,11.5,12.0
422,Nearly environment project,DEV,Task,High,In Progress,6,3,7,2025-04-08 14:09:44.757970,14,,18.2,14.6
